market,model,IC_mean,IC_std,ICIR_mean,ICIR_std,RankIC_mean,RankIC_std,RankICIR_mean,RankICIR_std,AR_mean,AR_std,STD_mean,STD_std,MDD_mean,MDD_std,Sharpe_mean,Sharpe_std,Sortino_mean,Sortino_std,Calmar_mean,Calmar_std
csi300,master,0.04057009393470042,0.007776239562802714,0.22002688869393064,0.043629310417240656,0.06212155888732916,0.007907716103079733,0.3389348669040858,0.04096772331863572,0.2134516619009188,0.03826273968110315,0.13907508165722046,0.01208508931341401,-0.1060257406867046,0.025408891443930777,1.3984738848870482,0.2735632832058213,2.707227907587683,0.5973205532088222,2.1199745705902173,0.6976650053456454
sp500,master,0.0018847099002246143,0.004691867410373803,0.015807761558616355,0.040011854811018335,0.003583294596237331,0.005011375678055204,0.02898409916424747,0.04155505943894507,0.12996438144876182,0.026498850069431083,0.1676635909669841,0.01600043218717873,-0.21197421678007616,0.02197398372793762,0.724317177415914,0.10371864905040318,1.0375868952506804,0.1600808593302282,0.6116929135758604,0.10263254882621319
